體	45238
閘	45167
應	45155
拆	45154
除非	45100
攰	44970
命	44916
罷工	44896
明白	44852
政治	44842
現實	44815
號	44799
儲	44780
海	44772
民主	44700
渣	44670
夜	44660
逼	44448
介紹	44341
梗係	44266
同人	44209
可惜	44160
票	44138
負皮	44021
反對	43953
股	43793
嗰陣	43747
英超	43725
打機	43527
色	43461
我們	43439
蝗	43352
咬	43196
好啦	43155
冇用	43154
寧願	43148
上年	43015
晚	43013
夜晚	43005
權	42855
有心	42841
接	42716
總	42705
返屋企	42672
沖	42536
集會	42523
多數	42421
中學	42391
意	42324
動	42270
讀書	42217
威	42203
解釋	42196
病	42193
好意思	42166
擔心	42095
踩	42061
爽	42023
市	41964
掛住	41934
袋	41916
所謂	41869
熟	41730
嗌	41711
引	41580
好笑	41563
你哋	41535
舒服	41444
自然	41372
認同	41351
資料	41306
絕對	41300
飛機	41233
歐	41194
七	41171
拍拖	41143
韓	41135
揸	41095
經濟	41080
百	41008
含	40992
剩係	40851
彩	40805
炸	40780
奧	40765
伏	40731
男仔	40622
講下	40611
東	40578
你呢	40556
打得	40508
那	40471
記住	40463
攬炒	40423
郁	40392
不要	40374
同事	40363
掉	40322
代	40303
們	40302
發夢	40248
泛民	40161
起身	40137
真正	40124
細個	40028
叔	39979
一半	39962
解決	39934
瘋狂	39915
罷	39848
老味	39750
小小	39718
電腦	39714
消息	39684
查	39628
丫	39620
中文	39609
流	39597
係都	39596
出面	39591
申請	39591
後生	39584
甩	39435
歡迎	39430
青	39414
絲	39382
小朋友	39381
結	39329
中間	39251
打飛機	39202
退	39158
懶	39033
結婚	39032
心態	38998
每	38920
學校	38900
短	38861
左右	38853
改變	38788
收到	38769
拜	38719
九	38643
劇情	38638
宣傳	38487
感情	38483
武	38431
碌	38400
準	38253
賽	38194
收工	38160
打手	38159
於	38142
主動	38086
老師	38040
前面	38015
要人	37964
媽	37934
未來	37865
唯一	37836
介意	37787
熱狗	37762
減	37748
從來	37743
好食	37716
師兄	37708
留言	37656
類	37608
回應	37556
工作	37422
窮	37370
必	37351
方便	37338
同學	37318
雪	37288
值	37125
喂	37091
塊	37088
香	37037
合	36903
八	36815
廿	36669
廣告	36668
群	36635
很	36578
對家	36516
破	36509
零	36497
睇過	36469
谷	36437
費	36402
房	36401
基本上	36352
自殺	36348
淘	36313
奴	36247
外	36219
經	36196
食屎	36192
議員	36180
惡	36173
上水	36173
同意	36172
軍	36169
牆	36122
經驗	36115
勝	36068
黑社會	36034
印	35989
店	35960
故事	35946
配	35938
智	35916
周	35850
官	35842
左膠	35776
暗	35735
危險	35711
最尾	35649
兵	35624
速	35616
高登	35540
反應	35504
柒頭	35500
尋日	35484
唔掂	35255
偷	35226
運	35216
肉	35191
合理	35190
衣	35181
懷疑	35136
抄	35124
無啦啦	35114
表示	35080
丁	35068
韓國	35049
偽	34995
浪費	34976
倒	34968
戇鳩	34926
純粹	34844
後悔	34814
隻手	34600
可愛	34595
尻	34588
服	34548
精神	34497
呢排	34436
熱門	34423
休息	34403
警犬	34374
奇	34279
附近	34268
興趣	34185
恐怖	34164
騎	34138
喺度	34119
尊重	34116
所	34097
得多	34068
地點	34006
下下	33924
各	33904
先好	33889
身體	33885
勇	33871
共產黨	33848
批	33838
她	33832
好人	33823
主要	33797
周圍	33783
先知	33770
至少	33725
唯有	33691
銀行	33690
歷史	33618
大波	33613
處	33610
急	33524
空	33515
捱	33484
凍	33446
琴晚	33410
港豬	33387
控制	33380
長期	33365
發展	33327
樓上	33261
曼	33251
級	33247
屋	33210
公屋	33201
博	33105
唔好意思	33019
冠	33016
的確	32986
一邊	32930
順	32855
咸	32832
出事	32764
響	32737
澳門	32729
左邊	32580
防守	32505
靚女	32460
嘅嘢	32459
沒	32443
維	32413
嚴重	32380
吸引	32374
魚	32362
針	32338
離開	32301
中場	32299
請問	32266
民意	32189
同時	32152
盃	32085
失敗	32074
夠膽	32043
質素	32015
盾	31951
霸	31918
更新	31881
老細	31869
基本	31857
其中	31818
一切	31775
放工	31742
推介	31742
冇事	31712
免費	31698
直頭	31694
職	31686
捐	31662
直播	31656
嘩	31616
總之	31608
祖	31601
冷氣	31577
租	31574
某	31571
認為	31491
慣	31433
看	31404
隨時	31385
冠軍	31385
布	31330
樂	31288
武器	31272
以上	31258
故	31250
灰	31225
堅	31211
方	31209
人哋	31183
旺角	31172
得到	31099
加埋	31060
處理	31053
羅	31019
吾	30981
感	30968
正式	30821
限	30815
滿	30722
特登	30709
狂	30556
感受	30497
獲	30471
靜	30451
期待	30438
暴力	30432
點算	30424
深	30290
死人	30233
砌	30221
睇住	30221
其	30186
入嚟	30162
敵人	30150
考慮	30144
盲	30144
地鐵	30138
被捕	30115
做人	30090
煮	30014
裝修	30006
專	29995
臭閪	29989
下年	29977
轉頭	29973
立	29861
不斷	29844
一般	29831
後備	29825
輕鬆	29817
原	29815
另一	29791
遮	29787
藥	29764
步	29720
鏡	29707
注	29616
得過	29504
圈	29465
離	29440
攻擊	29410
當時	29400
倉	29250
情	29242
文化	29218
讚	29205
公	29194
卷	29179
投訴	29176
剪	29153
暴	29142
幾錢	29105
容易	29090
性格	29064
投票	29042
的話	29015
船	29007
邊間	29006
忙	28997
頁	28995
突	28985
通	28938
棍	28936
右	28913
係呀	28847
屯門	28826
擺明	28823
方向	28822
麻	28820
蠢	28798
網上	28792
春	28786
技術	28764
駁	28759
銀	28729
遊戲	28720
堅持	28712
主角	28696
之外	28684
就是	28671
羊	28611
佐	28608
課金	28591
首先	28575
福	28492
小弟	28447
星期六	28414
無論	28411
別	28389
負評	28338
畢業	28252
人士	28133
唔似	28117
億	28075
現	28055
搏	28051
表現	28032
有事	28005
誰	27946
蛋	27944
本來	27937
下場	27908
界	27877
幸福	27860
婆	27857
粉	27855
習慣	27847
紙	27789
死都	27768
如何	27764
蝕	27734
吉	27729
村	27725
黨鐵	27723
爾	27690
對唔住	27672
謝	27646
緊張	27611
方面	27610
唔怪得	27607
手機	27584
開波	27565
島	27540
律師	27537
棄	27533
畫面	27498
冰	27416
嚇	27405
伊	27389
要好	27382
屬	27367
打算	27359
師	27357
效果	27325
出來	27314
破壞	27309
po	27307
影相	27299
暴動	27295
高質	27289
進步	27268
證據	27212
漫畫	27200
加入	27184
綠	27156
章	27094
沙田	27074
唔順	27061
等於	27056
J	27024
餐	27001
除咗	26963
南	26955
錫	26951
控	26904
法國	26876
建制	26873
使	26850
分析	26849
唔緊要	26809
兒	26726
尋晚	26707
箱	26696
理解	26631
扣	26627
音	26603
回覆	26594
行為	26587
屍	26577
管	26558
小學雞	26547
縮	26479
隊友	26467
發覺	26465
酒店	26460
大量	26460
橋	26431
下面	26396
淨	26392
今朝	26373
仁	26368
取消	26354
艾	26349
精	26337
隊長	26325
差佬	26322
簡	26285
趕	26268
有份	26220
像	26211
恩	26197
商場	26181
盒	26165
互	26160
點先	26139
鳥	26124
落地	26069
畀人	26068
主場	26038
成為	26019
弓	26010
唱歌	25995
動畫	25961
老公	25934
屌打	25931
禮拜	25920
枝	25911
吹奏	25894
層	25859
例如	25830
冇問題	25783
人人	25762
傻仔	25742
隔	25734
心情	25730
合作	25722
搞掂	25718
就快	25716
弱	25715
欣賞	25688
分分鐘	25668
灣	25658
劉	25654
付出	25649
雨	25641
珠	25623
中大	25610
蘇	25561
副	25557
大師	25544
理由	25538
泰	25521
可以話	25503
翼	25480
普選	25478
賤種	25426
原本	25423
敏	25419
風向	25415
足球	25401
想像	25369
爭取	25345
街坊	25328
開頭	25316
穿	25303
狼	25283
道歉	25272
犯法	25266
果然	25257
不停	25242
正選	25228
因	25164
仆	25139
了解	25137
立場	25124
例子	25054
老闆	25054
價錢	25020
教練	25014
堂	25007
港島	24964
口罩	24956
調查	24929
對手	24928
吹水	24882
集中	24860
妖	24851
幾多人	24849
好感	24831
物	24818
鞋	24812
標題	24799
震	24782
冷靜	24767
自動	24764
蘋果	24741
存在	24726
大部分	24723
港獨	24671
荃灣	24671
樹	24629
師傅	24625
疤	24570
鬼佬	24553
星期一	24549
變成	24531
好玩	24499
聖	24497
若	24491
噴	24459
姐姐	24429
辣	24383
避	24379
操	24377
球迷	24358
忍唔住	24352
女神	24321
小學	24319
旗	24294
自己人	24293
勁過	24260
全民	24244
中環	24238
正評	24237
無限	24212
純	24205
經過	24196
德國	24140
樣衰	24134
攪	24127
放假	24112
背	24109
聽過	24103
枱	24090
遇到	24085
報警	24071
和平	24066
戒	24026
馬會	23962
閃	23924
活	23896
聽講	23886
搬	23877
局	23873
自爆	23841
細佬	23825
蘭	23792
完美	23770
事件	23752
參考	23732
以下	23714
半場	23703
答案	23681
富	23675
歐洲	23668
原諒	23648
面對	23638
葉	23637
亦都	23635
頂住	23626
政權	23613
摸	23586
潛	23571
善用	23569
爺	23519
扯	23483
功能	23473
好波	23421
舉	23412
好聽	23407
抖	23406
帽	23385
電影	23372
賓	23358
搞笑	23319
警隊	23315
受傷	23305
修	23305
唔過	23301
刺	23288
淡	23260
克	23251
星期日	23249
聯	23220
唔切	23217
史	23183
死啦	23171
醫院	23153
先再	23137
升級	23133
獨	23086
冇錢	23039
價值	23019
廣東話	22993
真人	22968
甘	22959
立法會	22910
滅	22904
甚至	22861
一點	22855
咁上下	22855
放心	22843
放過	22839
里	22814
切	22809
內容	22784
父母	22767
生日	22757
出名	22742
經歷	22732
印象	22723
示威	22705
拳	22691
夏	22664
瘦	22648
湯	22628
當初	22619
法律	22598
得意	22587
戰術	22513
醫	22511
有排	22424
出手	22418
日文	22413
草	22374
供	22373
才	22360
資格	22359
傷害	22310
筆	22307
治	22294
肥婆	22291
忘記	22271
聯賽	22217
玩完	22211
思	22184
市場	22126
關心	22096
撈	22086
根	22070
論	22049
幾大	22044
負	22040
家姐	22031
鏡頭	22029
移民	22004
角度	21988
刻	21987
強姦	21972
遊	21971
態度	21970
求其	21951
獸	21949
反擊	21945
日子	21938
公開	21937
分開	21921
骨	21920
生意	21907
曼聯	21893
穩	21883
願	21875
加上	21864
殘	21855
實際	21855
英雄	21847
皇馬	21840
罪	21837
唔落	21815
入場	21803
巨	21799
排隊	21792
朝早	21789
吊	21756
兜	21756
志	21734
資源	21712
立即	21699
害	21655
比賽	21652
會員	21636
糧	21635
節目	21609
君	21550
一刻	21547
全面	21540
梁	21533
組織	21514
茶	21469
放低	21469
目的	21460
警方	21458
從	21455
倍	21441
心諗	21435
作為	21430
失望	21403
為咗	21400
消失	21390
乾	21381
返嚟	21324
靈	21323
進攻	21318
唔止	21312
環境	21277
實力	21266
聖誕	21250
素	21237
司機	21228
阿媽	21220
矮	21215
公會	21213
奶共	21192
傾計	21168
理性	21138
屌你老味	21043
門口	21032
壓	21031
割蓆	20989
什麼	20985
改善	20977
板	20953
珍惜	20931
漏	20900
撚狗	20836
頂唔順	20811
責任	20792
人數	20780
莫	20774
系統	20770
前鋒	20762
較	20762
露	20723
環保	20707
人類	20706
哩	20704
表達	20686
爺爺	20632
義	20631
成立	20629
汁	20623
嘔	20608
金鐘	20597
然	20560
卻	20551
進	20545
高層	20543
叫做	20540
寄	20496
心理	20492
是但	20472
中堅	20472
同樣	20465
收錢	20464
自信	20446
呀嘛	20442
春袋	20428
暴徒	20415
口號	20415
炮	20412
攬	20399
興	20386
初	20381
清算	20312
令到	20311
搞事	20290
有關	20274
涼	20255
打死	20250
條例	20235
樓下	20232
邏輯	20178
屎忽	20177
空間	20175
研究	20173
決賽	20142
曾經	20134
動物	20115
意義	20109
師父	20098
健康	20097
酒	20086
輝	20048
注意	20022
舖	20021
服務	20005
女友	20004
緊要	19996
碟	19991
轟	19983
廢事	19975
吖	19961
叫雞	19961
早餐	19932
將來	19920
獎	19918
大隻	19910
着	19901
消防	19880
互相	19877
港鐵	19868
黑色	19831
全港	19830
累	19809
假膠	19805
返學	19801
廢青	19760
嘉	19724
電視	19694
追究	19678
出場	19665
嚟講	19662
舞	19623
希	19621
給	19607
犯	19591
條件	19564
球證	19554
傻閪	19548
景	19547
肥仔	19530
感謝	19527
一啲	19526
咪就係	19518
俾錢	19500
頭髮	19489
團結	19482
員工	19446
幫襯	19437
結局	19437
既然	19428
占	19411
賴	19409
記者會	19397
廠	19395
失去	19392
出奇	19378
快樂	19355
公平	19352
大力	19347
生命	19333
廁所	19305
大埔	19304
身份	19275
撚屌	19259
持	19248
己	19247
依啲	19246
益	19219
好多時	19217
表	19214
計劃	19203
冷	19156
笑死	19153
得罪	19110
正皮	19101
藉口	19094
淫	19077
自私	19072
位置	19064
擋	19034
好冇	19017
東京	19015
量	19007
頓	18995
上場	18990
盡量	18976
生存	18973
完場	18942
証	18925
扭	18922
現在	18913
一生	18899
地下	18898
撤回	18888
天水圍	18858
成本	18852
掟	18850
踢波	18847
菜	18826
陰	18815
㩒	18808
嫌	18787
無謂	18786
造	18753
睇落	18745
小妹	18717
幾點	18716
系列	18710
思想	18706
元	18696
明知	18694
聯絡	18665
難得	18645
正確	18645
輕	18643
中立	18632
餐廳	18624
遲早	18624
交收	18610
澳	18597
適合	18595
動作	18592
大個	18550
畜	18550
聽朝	18549
杜	18523
諗法	18506
牌子	18500
愛情	18493
享受	18487
女性	18470
煲	18451
恭喜	18427
豪	18425
黑人	18414
都大	18406
回憶	18403
坑	18390
溝通	18387
率	18362
襯	18355
幻想	18345
專業	18343
同路人	18332
便	18326
伯	18324
起底	18314
媽媽	18309
道理	18306
捨得	18286
劇本	18280
蟲	18273
大概	18259
證	18228
判	18206
保安	18187
傷心	18182
召喚	18177
速度	18172
好奇	18171
碎	18168
交通	18168
爬山	18149
慶祝	18137
褲	18133
公園	18133
選舉	18133
咪又	18127
續	18104
勿	18083
算係咁	18074
啪	18048
禁區	18033
投資	18022
新人	18016
憑	18012
情緒	18012
拒絕	18001
m	17985
重新	17971
言	17962
平安	17955
天氣	17952
甜	17948
跪	17922
巴塞	17898
太子	17892
填	17883
本人	17873
力量	17846
裝備	17837
唔知幾	17832
封鎖	17812
麥	17779
幕	17776
泥	17774
驗	17763
偉	17753
即場	17719
重有	17707
設計	17691
龍門	17655
坦	17647
中出	17644
年代	17637
無辜	17633
楊	17626
浸	17613
穩定	17608
做嘢	17598
掃	17596
大大	17588
題	17581
大聲	17579
到手	17552
睇好	17549
仔女	17549
思考	17535
熄	17519
痴線佬	17514
施	17505
核彈	17503
朱	17500
磨	17495
關注	17481
澳洲	17479
帝	17457
沉	17445
井	17444
只能	17436
找	17433
角球	17431
保持	17409
非常	17406
娜	17399
最少	17392
男女	17387
佳	17386
觀塘	17350
難聽	17347
B	17337
肉酸	17324
貝	17322
順便	17322
通知	17315
面前	17304
吠	17302
必須	17301
類似	17298
收埋	17295
玩具	17286
托	17284
路線	17281
後防	17281
莉	17275
是咪	17253
學人	17223
下話	17217
貪	17173
開槍	17152
臨	17142
真相	17136
提供	17111
介	17099
近排	17093
醜	17077
北	17075
耳	17063
一向	17060
進化	17046
玻璃	17043
本土	17019
犬	17018
呢家	17016
各有各	16956
勝利	16946
千祈	16938
推薦	16935
唔好話	16923
習	16918
咪話	16907
落街	16849
禮	16815
玩家	16802
數據	16792
盧	16788
主線	16786
愛國	16785
信心	16781
音樂	16780
可憐	16776
鄉	16756
老鼠	16748
睇波	16748
程度	16736
輪	16733
按	16712
腸	16710
一排	16698
含撚	16695
負責	16681
差啲	16666
只不過	16666
fd	16652
地區	16641
距離	16587
並	16579
咖	16553
紅色	16552
龜	16550
照顧	16543
抱	16500
廢中	16471
苦	16461
哈	16459
講嘢	16449
遲下	16444
髮	16439
期望	16439
鼻	16431
私人	16418
宇宙	16410
至於	16389
慳	16381
俄	16363
有撚	16354
南亞	16345
尷尬	16344
梅	16329
土	16328
出世	16323
道德	16323
程	16317
上位	16310
川	16304
中心	16284
使用	16275
肚	16265
大部份	16256
表演	16248
積	16234
好返	16204
對話	16199
遲啲	16196
支援	16172
超級	16168
怨	16160
參與	16158
願意	16127
塔	16123
俊	16119
針對	16118
哇	16104
